Shipment_ID,Route,Carrier,Cargo_Type,Season,Planned_Duration_hr,Actual_Duration_hr,Delay_hr,Route_Deviation_km,Avg_Speed_kmh,Distance_km,Fuel_Consumed_L,Fuel_per_100km,Border_Crossing,Border_Delay_hr,Planned_Stops,Actual_Stops,Cargo_Temp_C,Cargo_Humidity_pct,Shipment_Weight_kg,Declared_Value_USD,Hard_Braking_Events,Speeding_Events,Idle_Time_hr,Maint_Days_Since
1059,Astana-Omsk,KazTrans,Automotive,Spring,10.0,14.85,4.85,32.2,51.2,760,201.2,26.47,1,4.26,2,2,17.1,52.3,11474,809972,3,2,1.39,26
1060,Almaty-Astana,SteppeLog,Industrial,Spring,14.0,16.05,2.05,13.4,68.5,1100,318.2,28.93,0,0.0,3,4,22.9,57.3,7427,486843,1,4,1.13,71
1061,Almaty-Bishkek,TransCentral,Pharma,Spring,4.0,8.06,4.06,22.3,29.8,240,73.3,30.53,1,3.27,1,1,2.1,80.0,10014,242101,3,2,0.93,38
1062,Almaty-Tashkent,TransCentral,Automotive,Spring,10.0,11.14,1.14,25.7,62.0,690,232.2,33.65,1,1.0,1,1,19.8,53.6,8713,648722,2,2,1.46,0
1063,Almaty-Bishkek,EuroAsia Cargo,FMCG,Winter,4.0,5.44,1.44,28.3,44.1,240,78.9,32.86,1,0.5,3,3,13.9,51.5,6698,313805,4,2,1.94,69
1064,Astana-Novosibirsk,KazTrans,Industrial,Autumn,18.0,22.15,4.15,32.8,64.6,1430,362.7,25.37,1,2.51,2,2,16.9,34.3,5930,251047,3,1,0.71,70
1065,Almaty-Astana,EuroAsia Cargo,Pharma,Summer,14.0,15.43,1.43,10.0,71.3,1100,302.1,27.46,0,0.0,1,1,4.4,66.5,8034,568580,3,2,1.01,3
1066,Astana-Novosibirsk,KazTrans,FMCG,Summer,18.0,23.55,5.55,6.6,60.7,1430,399.5,27.94,1,4.59,1,1,19.4,64.4,11495,68228,5,3,1.17,4
1067,Shymkent-Taraz,SteppeLog,Automotive,Summer,3.0,3.02,0.02,2.8,66.2,200,54.7,27.33,0,0.0,2,2,20.5,59.0,5649,368426,4,1,1.12,35
1068,Almaty-Astana,EuroAsia Cargo,Automotive,Spring,14.0,16.67,2.67,30.8,66.0,1100,298.7,27.16,0,0.0,3,3,16.9,55.5,6444,469750,4,0,0.82,66
1069,Almaty-Tashkent,TransCentral,Automotive,Spring,10.0,14.41,4.41,15.3,47.9,690,183.1,26.54,1,4.06,3,4,20.2,57.9,9070,299504,2,2,0.44,70
1070,Almaty-Astana,TransCentral,Electronics,Summer,14.0,40.6,26.6,18.9,27.1,1100,310.4,28.22,0,0.0,2,3,20.4,56.6,7811,138237,14,1,6.88,80
1071,Aktau-Atyrau,EuroAsia Cargo,Food,Summer,7.0,8.37,1.37,24.1,57.3,480,126.1,26.27,0,0.0,3,3,0.7,50.0,3894,202817,7,5,1.18,18
1072,Aktobe-Atyrau,EuroAsia Cargo,FMCG,Summer,8.0,9.92,1.92,17.6,56.5,560,149.8,26.75,0,0.0,3,3,17.8,43.6,6527,51547,4,2,1.27,62
1073,Almaty-Astana,TransCentral,Electronics,Winter,14.0,19.24,5.24,27.1,57.2,1100,338.5,30.77,0,0.0,1,1,16.8,49.8,11969,369693,1,3,1.26,36
1074,Almaty-Astana,TransCentral,Automotive,Winter,14.0,16.39,2.39,24.4,67.1,1100,344.7,31.34,0,0.0,3,4,19.5,48.0,5078,50465,4,2,0.55,84
1075,Almaty-Tashkent,SteppeLog,Automotive,Winter,10.0,14.54,4.54,13.7,47.5,690,413.6,59.94,1,3.56,3,3,19.3,59.4,12313,228769,0,2,1.0,71
1076,Almaty-Astana,EuroAsia Cargo,Electronics,Autumn,14.0,16.03,2.03,49.4,68.6,1100,327.1,29.74,0,0.0,2,2,17.0,63.0,7134,312096,2,3,0.7,44
1077,Astana-Novosibirsk,EuroAsia Cargo,Industrial,Winter,18.0,25.29,7.29,28.3,56.5,1430,361.4,25.27,1,2.68,2,3,17.7,59.7,8660,271209,3,3,0.71,36
1078,Almaty-Astana,EuroAsia Cargo,FMCG,Summer,14.0,15.82,1.82,16.6,69.5,1100,319.2,29.02,0,0.0,3,3,20.1,42.7,11262,266793,1,1,0.63,18
1079,Aktau-Atyrau,SilkFreight,Electronics,Winter,7.0,4.03,-2.97,11.7,119.1,480,124.2,25.87,0,0.0,2,2,16.1,43.0,6835,228900,23,25,2.13,32
1080,Astana-Novosibirsk,SilkFreight,FMCG,Autumn,18.0,24.06,6.06,21.6,59.4,1430,368.4,25.76,1,3.15,2,3,17.9,66.1,3295,78475,5,2,0.74,55
1081,Astana-Novosibirsk,TransCentral,FMCG,Summer,18.0,21.05,3.05,6.4,67.9,1430,366.0,25.6,1,2.42,1,1,15.8,55.6,12244,774954,1,0,2.64,31
1082,Almaty-Tashkent,EuroAsia Cargo,Electronics,Winter,10.0,15.98,5.98,8.6,43.2,690,200.5,29.06,1,3.25,2,2,13.3,56.4,8250,452263,1,0,0.66,89
1083,Astana-Novosibirsk,TransCentral,FMCG,Spring,18.0,21.62,3.62,8.8,66.1,1430,491.4,34.37,1,2.7,2,2,18.1,42.6,17520,1360524,3,1,1.13,39
1084,Almaty-Astana,EuroAsia Cargo,Electronics,Autumn,14.0,15.51,1.51,16.9,70.9,1100,293.7,26.7,0,0.0,1,1,17.8,56.9,10742,145096,5,1,1.16,86
1085,Aktau-Atyrau,KazTrans,Pharma,Autumn,7.0,8.26,1.26,2.1,58.1,480,126.9,26.43,0,0.0,3,4,5.1,49.9,10086,733930,1,4,1.08,19
1086,Almaty-Tashkent,SilkFreight,Electronics,Spring,10.0,14.63,4.63,42.5,47.1,690,178.0,25.8,1,3.67,2,2,16.1,53.9,9893,137158,2,2,1.23,17
1087,Aktobe-Atyrau,KazTrans,Pharma,Autumn,8.0,10.1,2.1,2.6,55.4,560,134.2,23.96,0,0.0,2,3,6.3,63.6,11401,402295,2,4,0.9,88
1088,Astana-Novosibirsk,TransCentral,FMCG,Summer,18.0,23.81,5.81,21.1,60.0,1430,411.6,28.79,1,3.96,3,3,18.9,46.8,8465,480208,3,2,1.03,2
1089,Astana-Novosibirsk,KazTrans,FMCG,Winter,18.0,26.37,8.37,0.0,54.2,1430,406.8,28.45,1,4.4,1,2,18.4,44.0,12659,360474,1,5,2.41,53
1090,Almaty-Astana,EuroAsia Cargo,Electronics,Spring,14.0,15.47,1.47,12.6,71.1,1100,332.9,30.27,0,0.0,3,3,21.4,46.9,4031,226573,1,1,1.56,28
1091,Astana-Novosibirsk,KazTrans,Electronics,Autumn,18.0,21.02,3.02,21.8,68.0,1430,432.2,30.23,1,1.87,2,2,17.2,54.6,9273,651857,4,1,0.64,49
1092,Almaty-Astana,SilkFreight,Food,Winter,14.0,17.68,3.68,1.5,62.2,1100,321.1,29.19,0,0.0,3,3,5.1,55.1,13432,694134,0,1,1.09,79
1093,Almaty-Bishkek,SteppeLog,FMCG,Spring,4.0,10.18,6.18,29.3,23.6,240,71.9,29.96,1,4.81,1,2,22.3,49.2,10605,745594,3,4,0.42,50
1094,Almaty-Bishkek,SilkFreight,Electronics,Summer,4.0,8.47,4.47,15.8,28.3,240,82.7,34.47,1,2.88,1,1,19.4,43.3,9342,116200,3,3,2.14,37
1095,Almaty-Tashkent,SilkFreight,Pharma,Autumn,10.0,15.92,5.92,30.1,43.3,690,189.6,27.47,1,5.27,1,2,3.2,41.7,11940,719601,4,2,0.0,74
1096,Almaty-Bishkek,KazTrans,Industrial,Spring,4.0,9.85,5.85,6.2,24.4,240,83.3,34.72,1,5.45,3,3,16.3,50.7,14486,303065,0,0,0.46,49
1097,Almaty-Astana,KazTrans,Industrial,Winter,14.0,16.12,2.12,12.8,68.2,1100,316.9,28.81,0,0.0,2,2,21.1,52.0,13646,382009,3,2,2.19,66
1098,Almaty-Bishkek,SteppeLog,Food,Spring,4.0,8.24,4.24,28.8,29.1,240,72.0,30.02,1,3.86,1,1,1.1,55.0,8197,56588,4,1,1.52,12
1099,Shymkent-Taraz,TransCentral,Electronics,Autumn,3.0,4.41,1.41,0.0,45.3,200,57.7,28.87,0,0.0,2,3,19.9,67.5,6246,471122,3,0,1.35,49
1100,Aktobe-Atyrau,SilkFreight,Automotive,Autumn,8.0,8.63,0.63,38.3,64.9,560,149.7,26.73,0,0.0,3,3,19.1,47.0,4894,266403,3,3,1.2,86
1101,Almaty-Astana,EuroAsia Cargo,FMCG,Winter,14.0,23.68,9.68,188.9,46.5,1100,349.8,31.8,0,0.0,2,5,18.9,49.1,7283,344744,2,3,6.12,22
1102,Aktobe-Atyrau,TransCentral,Electronics,Winter,8.0,10.32,2.32,27.4,54.2,560,131.6,23.5,0,0.0,1,1,19.1,60.3,6203,240714,3,6,1.09,20
1103,Almaty-Bishkek,EuroAsia Cargo,Electronics,Spring,4.0,11.94,7.94,18.4,20.1,240,68.9,28.7,1,6.46,3,3,18.0,56.2,6583,174708,6,4,0.83,1
1104,Aktau-Atyrau,SteppeLog,Electronics,Autumn,7.0,7.79,0.79,33.6,61.6,480,109.2,22.74,0,0.0,2,2,15.8,59.4,6131,39243,4,2,0.99,29
1105,Almaty-Tashkent,SilkFreight,FMCG,Summer,10.0,13.0,3.0,279.9,53.1,690,225.5,32.68,1,3.15,1,5,23.2,47.9,7801,155653,3,1,5.32,64
1106,Almaty-Astana,SteppeLog,Industrial,Summer,14.0,16.7,2.7,9.9,65.9,1100,305.4,27.76,0,0.0,1,1,17.5,63.6,7781,121185,0,2,1.67,66
1107,Aktobe-Atyrau,SteppeLog,Automotive,Spring,8.0,8.94,0.94,30.0,62.7,560,165.6,29.57,0,0.0,3,3,22.4,38.1,10707,369138,0,3,1.27,75
1108,Almaty-Tashkent,SilkFreight,Food,Autumn,10.0,14.85,4.85,13.2,46.5,690,209.9,30.43,1,3.13,2,2,3.3,58.8,7300,487304,2,1,0.38,65
1109,Almaty-Bishkek,SilkFreight,FMCG,Winter,4.0,7.65,3.65,3.3,31.4,240,74.2,30.92,1,1.75,1,1,14.2,59.0,5683,249987,6,2,2.26,28
1110,Almaty-Astana,SteppeLog,Automotive,Spring,14.0,14.93,0.93,20.1,73.7,1100,728.5,66.23,0,0.0,1,1,19.5,43.7,12918,195842,2,2,1.28,53
1111,Almaty-Tashkent,KazTrans,FMCG,Autumn,10.0,14.59,4.59,32.4,47.3,690,172.3,24.97,1,2.85,2,2,21.7,63.9,10282,583208,3,2,1.98,36
1112,Astana-Novosibirsk,TransCentral,Automotive,Winter,18.0,21.93,3.93,18.8,65.2,1430,410.2,28.69,1,0.99,1,1,17.4,63.5,7594,326358,3,3,1.66,87
1113,Almaty-Tashkent,EuroAsia Cargo,Pharma,Spring,10.0,13.52,3.52,0.0,51.0,690,225.7,32.71,1,3.06,1,2,6.8,43.5,8327,107713,0,3,1.91,59
1114,Almaty-Astana,EuroAsia Cargo,Pharma,Summer,14.0,15.35,1.35,22.4,71.6,1100,335.0,30.46,0,0.0,3,3,3.4,46.1,8433,87228,6,3,1.12,17
1115,Almaty-Bishkek,SilkFreight,Industrial,Summer,4.0,7.96,3.96,10.3,30.1,240,77.1,32.11,1,3.29,2,2,18.0,46.7,10276,760781,4,3,1.8,32
1116,Almaty-Astana,SilkFreight,Food,Summer,14.0,15.41,1.41,21.3,71.4,1100,337.2,30.65,0,0.0,1,2,-0.5,45.9,8273,621277,2,2,1.32,17
1117,Astana-Novosibirsk,EuroAsia Cargo,FMCG,Autumn,18.0,24.33,6.33,42.5,58.8,1430,390.0,27.28,1,3.45,2,2,19.6,45.2,5271,83641,8,2,0.17,51
1118,Almaty-Astana,KazTrans,Automotive,Spring,14.0,16.47,2.47,0.0,66.8,1100,253.0,23.0,0,0.0,3,4,19.7,56.6,8820,184596,2,3,1.07,84
1119,Almaty-Astana,EuroAsia Cargo,Industrial,Summer,14.0,14.81,0.81,25.3,74.3,1100,331.3,30.12,0,0.0,3,3,21.3,47.1,8867,468152,5,6,1.37,24
1120,Almaty-Bishkek,SteppeLog,FMCG,Winter,4.0,10.27,6.27,22.2,23.4,240,75.7,31.54,1,4.85,2,2,18.8,62.7,9421,564915,2,0,2.15,73
1121,Almaty-Tashkent,SilkFreight,FMCG,Autumn,10.0,15.79,5.79,17.0,43.7,690,195.3,28.3,1,3.8,2,2,17.8,46.5,9807,199908,4,2,0.52,36
1122,Almaty-Astana,SilkFreight,Electronics,Spring,14.0,16.18,2.18,23.0,68.0,1100,303.5,27.59,0,0.0,1,1,11.2,42.1,11098,134558,4,1,1.36,87
1123,Almaty-Bishkek,SilkFreight,Pharma,Summer,4.0,7.81,3.81,31.7,30.7,240,81.0,33.73,1,2.59,2,2,4.0,44.7,8762,595272,1,1,1.53,76
1124,Astana-Omsk,SteppeLog,Electronics,Spring,10.0,14.52,4.52,10.9,52.3,760,210.8,27.73,1,2.21,2,3,21.5,52.3,10621,464866,6,3,1.08,28
1125,Almaty-Bishkek,SilkFreight,FMCG,Winter,4.0,7.88,3.88,18.8,30.5,240,75.5,31.46,1,2.6,1,2,18.1,51.3,10911,249914,4,1,1.94,37
1126,Aktobe-Atyrau,EuroAsia Cargo,Pharma,Winter,8.0,10.56,2.56,12.5,53.1,560,151.9,27.12,0,0.0,1,2,4.8,56.7,9593,324822,0,4,1.19,81
1127,Aktobe-Atyrau,EuroAsia Cargo,Automotive,Autumn,8.0,10.47,2.47,15.3,53.5,560,134.2,23.96,0,0.0,3,4,24.7,52.0,9145,344029,4,4,1.28,44
1128,Shymkent-Taraz,KazTrans,Electronics,Autumn,3.0,4.57,1.57,26.2,43.7,200,54.6,27.32,0,0.0,3,3,22.9,43.1,6344,82627,2,1,1.09,31
1129,Almaty-Bishkek,EuroAsia Cargo,FMCG,Summer,4.0,7.43,3.43,3.8,32.3,240,82.7,34.46,1,2.06,2,3,16.8,48.1,7769,342822,7,3,1.6,42
1130,Aktobe-Atyrau,KazTrans,Electronics,Spring,8.0,9.45,1.45,14.9,59.2,560,154.3,27.55,0,0.0,1,1,17.5,48.0,2814,26010,4,2,0.85,76
1131,Almaty-Astana,KazTrans,Industrial,Winter,14.0,17.12,3.12,17.9,64.3,1100,299.4,27.22,0,0.0,1,1,18.8,58.2,9060,159410,3,2,1.01,20
1132,Astana-Novosibirsk,TransCentral,Electronics,Summer,18.0,21.21,3.21,31.3,67.4,1430,401.1,28.05,1,2.8,3,3,23.1,58.3,5027,182614,2,1,1.67,11
1133,Astana-Novosibirsk,SteppeLog,Electronics,Summer,18.0,22.54,4.54,20.9,63.4,1430,401.3,28.06,1,3.89,2,2,20.3,55.7,8027,351446,2,2,0.33,17
1134,Astana-Novosibirsk,KazTrans,FMCG,Spring,18.0,22.67,4.67,10.7,63.1,1430,419.7,29.35,1,2.06,2,3,17.5,48.3,8969,353649,3,4,0.92,39
1135,Astana-Omsk,SilkFreight,Pharma,Autumn,10.0,13.14,3.14,6.6,57.8,760,220.5,29.01,1,2.03,3,3,4.7,50.5,8375,69576,2,3,0.0,64
1136,Almaty-Astana,EuroAsia Cargo,Automotive,Autumn,14.0,15.73,1.73,8.8,69.9,1100,308.4,28.04,0,0.0,1,1,20.7,44.6,7178,369075,1,3,0.45,31
1137,Astana-Novosibirsk,TransCentral,Industrial,Spring,18.0,26.22,8.22,7.0,54.5,1430,380.4,26.6,1,4.53,3,3,19.2,51.3,13058,67099,1,2,1.39,28
1138,Shymkent-Taraz,EuroAsia Cargo,Pharma,Spring,3.0,3.82,0.82,8.0,52.3,200,56.7,28.34,0,0.0,3,3,4.6,60.2,6618,296736,5,3,0.99,67
1139,Astana-Novosibirsk,KazTrans,Pharma,Autumn,18.0,23.57,5.57,27.8,60.7,1430,386.7,27.04,1,2.64,2,2,3.7,46.3,10568,104761,1,3,1.6,50
1140,Almaty-Tashkent,SteppeLog,Electronics,Winter,10.0,14.43,4.43,5.3,47.8,690,213.2,30.89,1,1.63,2,2,16.4,48.3,17167,941363,1,0,1.46,2
1141,Almaty-Tashkent,TransCentral,Pharma,Autumn,10.0,14.66,4.66,20.5,47.1,690,186.7,27.06,1,3.02,2,2,2.4,48.9,7513,558115,3,2,1.49,0
1142,Almaty-Tashkent,KazTrans,Pharma,Autumn,10.0,13.08,3.08,28.7,52.7,690,187.0,27.1,1,1.68,2,2,3.1,48.0,10244,461513,3,2,3.01,29
1143,Almaty-Tashkent,KazTrans,Food,Winter,10.0,14.49,4.49,23.6,47.6,690,211.9,30.72,1,2.21,1,2,1.9,37.9,7603,502088,5,2,0.97,72
1144,Almaty-Astana,KazTrans,Electronics,Autumn,14.0,16.09,2.09,10.0,68.4,1100,318.0,28.91,0,0.0,1,2,19.7,48.3,10531,180181,2,1,1.23,39
1145,Almaty-Tashkent,SilkFreight,Electronics,Spring,10.0,6.15,-3.85,11.0,112.2,690,166.7,24.17,1,2.8,1,2,20.4,54.1,14884,225928,27,30,2.26,25
1146,Almaty-Astana,EuroAsia Cargo,Electronics,Autumn,14.0,15.47,1.47,14.2,71.1,1100,286.6,26.05,0,0.0,1,1,17.6,75.5,3714,207902,2,3,1.37,6
1147,Almaty-Astana,SilkFreight,Food,Spring,14.0,15.76,1.76,31.5,69.8,1100,284.8,25.89,0,0.0,3,3,6.3,50.5,6236,184207,4,4,0.76,54
1148,Almaty-Bishkek,SilkFreight,Food,Autumn,4.0,8.25,4.25,23.8,29.1,240,68.1,28.38,1,3.61,2,2,22.1,83.7,8338,271749,3,2,0.91,68
1149,Almaty-Bishkek,KazTrans,Pharma,Winter,4.0,6.87,2.87,0.0,34.9,240,75.0,31.25,1,1.56,2,2,3.9,43.1,10637,823355,2,2,1.62,26
1150,Almaty-Tashkent,KazTrans,Industrial,Spring,10.0,14.61,4.61,8.2,47.2,690,200.9,29.11,1,2.82,3,3,21.7,51.9,7427,340751,3,1,1.92,59
1151,Almaty-Astana,TransCentral,Automotive,Spring,14.0,14.93,0.93,13.0,73.7,1100,340.6,30.97,0,0.0,1,2,21.5,45.3,4664,183496,4,4,2.0,74
1152,Aktau-Atyrau,TransCentral,Industrial,Spring,7.0,7.54,0.54,36.2,63.6,480,128.4,26.74,0,0.0,1,1,21.1,65.6,1612,120365,2,0,0.89,40
1153,Almaty-Astana,TransCentral,FMCG,Spring,14.0,14.56,0.56,28.6,75.6,1100,267.3,24.3,0,0.0,1,1,20.3,68.5,8449,573170,2,4,1.13,13
1154,Almaty-Bishkek,TransCentral,FMCG,Spring,4.0,7.15,3.15,10.5,33.5,240,78.6,32.77,1,2.89,1,1,14.6,49.9,7380,472328,4,2,1.5,85
1155,Almaty-Bishkek,EuroAsia Cargo,Automotive,Winter,4.0,9.4,5.4,5.0,25.5,240,83.7,34.87,1,3.72,3,3,18.5,39.0,4485,278503,5,1,1.61,73
1156,Shymkent-Taraz,SteppeLog,FMCG,Spring,3.0,3.79,0.79,13.3,52.8,200,59.8,29.89,0,0.0,3,4,17.3,39.8,5184,231706,2,0,0.0,78
1157,Almaty-Tashkent,TransCentral,Automotive,Winter,10.0,15.26,5.26,12.1,45.2,690,200.2,29.01,1,2.91,2,2,19.4,48.8,12226,698808,3,3,2.37,80
1158,Shymkent-Taraz,SilkFreight,Industrial,Winter,3.0,3.69,0.69,10.1,54.3,200,60.3,30.14,0,0.0,1,1,20.9,63.0,13578,885160,0,2,1.08,78
1159,Shymkent-Taraz,SteppeLog,Industrial,Winter,3.0,3.63,0.63,20.6,55.1,200,56.3,28.14,0,0.0,2,2,22.2,53.4,6429,53303,3,2,2.93,75
1160,Almaty-Astana,SteppeLog,Food,Winter,14.0,17.54,3.54,15.8,62.7,1100,332.1,30.19,0,0.0,2,2,2.5,40.2,5579,166256,0,2,1.16,41
1161,Aktau-Atyrau,SilkFreight,FMCG,Autumn,7.0,9.33,2.33,23.8,51.5,480,124.9,26.02,0,0.0,1,1,20.9,59.3,8397,495083,4,0,0.77,14
1162,Aktobe-Atyrau,SteppeLog,Electronics,Winter,8.0,9.5,1.5,17.4,59.0,560,155.7,27.8,0,0.0,3,3,21.8,49.7,9702,368200,2,3,2.08,3
1163,Aktobe-Atyrau,EuroAsia Cargo,Automotive,Summer,8.0,8.55,0.55,11.2,65.5,560,140.8,25.15,0,0.0,3,4,20.8,51.7,6543,74269,2,2,0.77,89
1164,Aktobe-Atyrau,EuroAsia Cargo,Food,Winter,8.0,10.42,2.42,11.9,53.8,560,123.2,22.0,0,0.0,2,2,4.5,63.4,7820,331183,6,1,1.26,6
1165,Astana-Novosibirsk,SteppeLog,Food,Spring,18.0,21.15,3.15,9.6,67.6,1430,384.9,26.92,1,1.84,1,1,1.8,59.0,3808,89422,2,0,1.39,9
1166,Aktau-Atyrau,EuroAsia Cargo,Industrial,Summer,7.0,7.79,0.79,12.2,61.7,480,129.0,26.88,0,0.0,1,1,18.8,48.6,9531,270857,3,1,0.14,73
1167,Shymkent-Taraz,KazTrans,FMCG,Summer,3.0,3.18,0.18,1.0,62.8,200,54.7,27.34,0,0.0,2,2,16.3,66.5,7906,414953,5,2,1.21,49
1168,Astana-Novosibirsk,KazTrans,Automotive,Spring,18.0,24.54,6.54,42.3,58.3,1430,400.9,28.04,1,4.37,2,2,13.9,61.8,1924,124841,5,0,0.44,28
1169,Aktobe-Atyrau,KazTrans,FMCG,Autumn,8.0,10.01,2.01,18.2,55.9,560,150.8,26.93,0,0.0,2,3,17.6,59.3,7278,491262,4,1,0.61,42
1170,Shymkent-Taraz,TransCentral,FMCG,Autumn,3.0,4.17,1.17,12.7,48.0,200,65.0,32.5,0,0.0,1,1,18.5,44.8,4712,199444,3,3,1.17,56
1171,Aktau-Atyrau,SilkFreight,Food,Summer,7.0,8.79,1.79,26.8,54.6,480,122.0,25.42,0,0.0,1,2,2.9,51.2,6735,147831,4,1,1.39,75
1172,Almaty-Bishkek,SilkFreight,FMCG,Spring,4.0,10.12,6.12,26.1,23.7,240,70.4,29.34,1,5.05,2,2,19.9,55.6,3680,115658,6,1,1.24,17
1173,Aktau-Atyrau,SilkFreight,Food,Spring,7.0,8.95,1.95,21.0,53.6,480,110.7,23.06,0,0.0,2,2,2.2,51.3,8212,73792,2,1,0.41,19
1174,Almaty-Tashkent,TransCentral,FMCG,Winter,10.0,14.5,4.5,25.3,47.6,690,196.7,28.51,1,2.12,1,1,18.1,57.9,14382,807822,5,1,0.72,56
1175,Shymkent-Taraz,SilkFreight,Automotive,Summer,3.0,3.96,0.96,9.2,50.5,200,63.7,31.84,0,0.0,3,3,19.0,49.6,9569,727054,2,1,2.18,29
1176,Almaty-Bishkek,TransCentral,Automotive,Winter,4.0,7.06,3.06,0.0,34.0,240,80.7,33.63,1,1.3,2,2,16.0,42.5,9155,126044,2,0,1.39,63
1177,Almaty-Astana,EuroAsia Cargo,Industrial,Spring,14.0,15.57,1.57,2.5,70.6,1100,311.2,28.29,0,0.0,3,4,21.8,63.9,11668,300059,2,1,1.31,59
1178,Aktau-Atyrau,KazTrans,Food,Spring,7.0,7.67,0.67,13.3,62.6,480,127.2,26.5,0,0.0,1,1,4.1,54.6,5727,45623,3,1,1.18,43
1179,Astana-Novosibirsk,TransCentral,Electronics,Spring,18.0,21.71,3.71,22.9,65.9,1430,463.6,32.42,1,2.24,2,3,17.7,66.8,7696,311887,4,0,1.82,55
1180,Almaty-Bishkek,EuroAsia Cargo,Food,Autumn,4.0,10.6,6.6,35.9,22.6,240,65.3,27.22,1,4.67,3,3,2.2,53.0,8275,89458,5,1,0.0,82
1181,Almaty-Astana,SilkFreight,Automotive,Summer,14.0,14.55,0.55,6.6,75.6,1100,327.5,29.77,0,0.0,3,3,20.5,43.8,6464,214162,5,3,1.65,36
1182,Astana-Omsk,SteppeLog,Industrial,Summer,10.0,14.2,4.2,6.7,53.5,760,233.3,30.7,1,3.18,1,1,19.7,57.6,10046,281022,4,4,1.09,58
1183,Aktobe-Atyrau,TransCentral,FMCG,Winter,8.0,11.27,3.27,14.0,49.7,560,154.1,27.51,0,0.0,3,3,18.8,46.0,11027,749890,4,2,1.08,37
1184,Astana-Omsk,SteppeLog,Food,Winter,10.0,15.49,5.49,0.0,49.1,760,238.7,31.41,1,2.42,2,2,0.8,54.5,7273,428345,4,2,0.59,56
1185,Aktobe-Atyrau,SteppeLog,Pharma,Summer,8.0,8.64,0.64,24.2,64.9,560,251.4,44.9,0,0.0,2,3,13.9,70.7,23712,215647,12,5,1.03,38
1186,Astana-Novosibirsk,TransCentral,FMCG,Summer,18.0,21.61,3.61,51.6,66.2,1430,409.0,28.6,1,2.69,2,2,16.2,51.0,5918,461902,1,2,1.14,78
1187,Almaty-Bishkek,TransCentral,FMCG,Spring,4.0,2.18,-1.82,11.1,110.2,240,74.8,31.15,1,0.94,2,1,13.5,58.5,9824,351406,38,26,0.7,59
1188,Astana-Novosibirsk,KazTrans,Electronics,Spring,18.0,23.5,5.5,34.9,60.9,1430,376.3,26.32,1,2.71,1,2,13.4,58.3,7429,458545,4,1,0.91,84
1189,Almaty-Tashkent,KazTrans,Food,Summer,10.0,13.58,3.58,11.0,50.8,690,195.0,28.26,1,2.59,3,3,3.0,55.3,8774,658589,3,2,0.77,32
1190,Aktobe-Atyrau,EuroAsia Cargo,Automotive,Autumn,8.0,9.2,1.2,13.5,60.8,560,139.8,24.97,0,0.0,1,1,19.0,56.9,11757,641873,5,6,0.76,24
1191,Almaty-Bishkek,SteppeLog,Electronics,Autumn,4.0,7.68,3.68,28.8,31.3,240,75.1,31.31,1,2.33,1,1,14.1,51.6,7865,626519,1,1,1.18,66
1192,Almaty-Bishkek,EuroAsia Cargo,FMCG,Summer,4.0,7.78,3.78,22.2,30.9,240,73.3,30.52,1,2.95,3,3,15.2,54.6,8260,443469,2,2,0.91,32
1193,Aktau-Atyrau,SilkFreight,Industrial,Winter,7.0,8.44,1.44,9.7,56.9,480,109.8,22.87,0,0.0,1,1,19.9,66.6,11555,579752,5,3,1.53,76
1194,Astana-Novosibirsk,SilkFreight,Electronics,Spring,18.0,23.55,5.55,9.0,60.7,1430,359.5,25.14,1,3.57,3,3,17.8,48.4,4601,81775,4,3,1.77,4
1195,Astana-Novosibirsk,KazTrans,Industrial,Autumn,18.0,22.7,4.7,30.2,63.0,1430,428.6,29.97,1,2.65,2,3,16.2,61.3,9045,679181,3,2,1.58,22
1196,Aktobe-Atyrau,TransCentral,FMCG,Winter,8.0,11.33,3.33,19.8,49.4,560,149.6,26.71,0,0.0,3,4,14.3,39.5,699,5982,2,2,1.74,73
1197,Almaty-Astana,KazTrans,Automotive,Winter,14.0,17.27,3.27,20.6,63.7,1100,316.8,28.8,0,0.0,1,1,19.4,71.2,11468,574684,4,0,0.98,36
1198,Aktau-Atyrau,SteppeLog,Industrial,Autumn,7.0,8.25,1.25,0.0,58.2,480,129.7,27.02,0,0.0,2,2,18.1,65.2,6520,415795,3,2,2.18,42
1199,Almaty-Bishkek,SilkFreight,FMCG,Autumn,4.0,10.57,6.57,0.0,22.7,240,77.2,32.18,1,4.25,2,2,19.5,49.0,5820,405785,2,4,1.13,26
1200,Astana-Novosibirsk,EuroAsia Cargo,Industrial,Winter,18.0,25.05,7.05,2.4,57.1,1430,386.9,27.05,1,1.31,1,1,21.3,36.6,6319,204195,3,1,1.88,52
1201,Almaty-Astana,EuroAsia Cargo,Automotive,Spring,14.0,16.78,2.78,22.8,65.5,1100,298.7,27.15,0,0.0,3,3,15.7,56.9,15672,156419,2,4,1.75,42
1202,Almaty-Astana,SteppeLog,Industrial,Autumn,14.0,16.08,2.08,40.7,68.4,1100,294.2,26.74,0,0.0,2,2,24.4,53.5,9551,519105,2,1,1.24,24
1203,Almaty-Astana,EuroAsia Cargo,Electronics,Spring,14.0,15.41,1.41,0.0,71.4,1100,322.6,29.33,0,0.0,1,1,16.9,48.2,6827,233291,4,5,0.53,1
